date,device,smoothed_temperature,smoothed_pressure,smoothed_waterFraction
1/15/2010 16:00,42001,0.872629462,1.997370372,1.73239376
1/15/2010 17:00,42001,0.891040686,1.846232801,1.716003344
1/15/2010 18:00,42001,0.838754691,2.000585892,1.716003344
1/15/2010 19:00,42001,0.838754691,2.000585892,1.716003344
1/15/2010 20:00,42001,0.800393637,2.000585892,1.716003344
1/15/2010 21:00,42001,0.800393637,2.326438277,1.716003344
1/15/2010 22:00,42001,0.753452789,2.326438277,1.716003344
1/15/2010 23:00,42001,0.749163743,2.326438277,1.716003344
1/16/2010 0:00,42001,0.749163743,2.358292339,1.716003344
1/16/2010 1:00,42001,0.66453243,2.38975946,1.716003344
1/16/2010 2:00,42001,0.486137299,2.462664272,1.698970004
1/16/2010 3:00,42001,0.486137299,2.542032057,1.698970004
1/16/2010 4:00,42001,0.475541295,2.54920754,1.698970004
1/16/2010 5:00,42001,0.419955748,2.707999523,1.672097858
1/16/2010 6:00,42001,0.419955748,2.707999523,1.698970004
1/16/2010 7:00,42001,0.419955748,2.707999523,1.698970004
1/16/2010 8:00,42001,0.419955748,2.54920754,1.672097858
1/16/2010 9:00,42001,0.419955748,2.715292858,1.672097858
1/16/2010 10:00,42001,0.419955748,2.715292858,1.662757832
1/16/2010 11:00,42001,0.475541295,2.715292858,1.633468456
1/16/2010 12:00,42001,0.475541295,2.715292858,1.591064607
1/16/2010 13:00,42001,0.495861496,2.648377889,1.633468456
1/16/2010 14:00,42001,0.496943171,2.54288761,1.662757832
1/16/2010 15:00,42001,0.496943171,2.326438277,1.716003344
1/16/2010 16:00,42001,0.501939247,2.312211102,1.716003344
1/16/2010 17:00,42001,0.519602796,2.249509322,1.662757832
1/16/2010 18:00,42001,0.519602796,2.249509322,1.716003344
1/16/2010 19:00,42001,0.52676371,2.235748431,1.707570176
1/16/2010 20:00,42001,0.52676371,2.249509322,1.681241237
1/16/2010 21:00,42001,0.546941907,2.312211102,1.707570176
1/16/2010 22:00,42001,0.546941907,2.312211102,1.707570176
1/16/2010 23:00,42001,0.58686979,2.312211102,1.707570176
1/17/2010 0:00,42001,0.58686979,2.312211102,1.707570176
1/17/2010 1:00,42001,0.58686979,2.326438277,1.707570176
1/17/2010 2:00,42001,0.52676371,2.345520776,1.707570176
1/17/2010 3:00,42001,0.58686979,2.466108482,1.707570176
1/17/2010 4:00,42001,0.58686979,2.565315918,1.707570176
1/17/2010 5:00,42001,0.52676371,2.590375627,1.698970004
1/17/2010 6:00,42001,0.419955748,2.590375627,1.707570176
1/17/2010 7:00,42001,0.419955748,2.590375627,1.698970004
1/17/2010 8:00,42001,0.383317417,2.590375627,1.698970004
1/17/2010 9:00,42001,0.367434882,2.608550503,1.698970004
1/17/2010 10:00,42001,0.367434882,2.608550503,1.698970004
1/17/2010 11:00,42001,0.367434882,2.608550503,1.698970004
1/17/2010 12:00,42001,0.367434882,2.608550503,1.662757832
1/17/2010 13:00,42001,0.383317417,2.608550503,1.662757832
1/17/2010 14:00,42001,0.402169178,2.504800777,1.698970004
1/17/2010 15:00,42001,0.402169178,2.504800777,1.698970004
1/17/2010 16:00,42001,0.402169178,2.504800777,1.698970004
1/17/2010 17:00,42001,0.419955748,2.417380572,1.662757832
1/17/2010 18:00,42001,0.419955748,2.326438277,1.698970004
1/17/2010 19:00,42001,0.668187641,2.326438277,1.69019608
1/17/2010 20:00,42001,0.668187641,2.417380572,1.69019608
1/17/2010 21:00,42001,0.692206343,2.417380572,1.662757832
1/17/2010 22:00,42001,0.692206343,2.417380572,1.662757832
1/17/2010 23:00,42001,0.692206343,2.417380572,1.69019608
1/18/2010 0:00,42001,0.668187641,2.484776762,1.69019608
1/18/2010 1:00,42001,0.419955748,2.517943855,1.69019608
1/18/2010 2:00,42001,0.419955748,2.517943855,1.716003344
1/18/2010 3:00,42001,0.414828534,2.568782061,1.716003344
1/18/2010 4:00,42001,0.414828534,2.568782061,1.716003344
1/18/2010 5:00,42001,0.349804004,2.655267376,1.69019608
1/18/2010 6:00,42001,0.349804004,2.655267376,1.716003344
1/18/2010 7:00,42001,0.349804004,2.655267376,1.716003344
1/18/2010 8:00,42001,0.334232504,2.678099281,1.716003344
1/18/2010 9:00,42001,0.334232504,2.678099281,1.662757832
1/18/2010 10:00,42001,0.334232504,2.677507689,1.662757832
1/18/2010 11:00,42001,0.349804004,2.596682576,1.662757832
1/18/2010 12:00,42001,0.349804004,2.673018653,1.662757832
1/18/2010 13:00,42001,0.349804004,2.677507689,1.662757832
1/18/2010 14:00,42001,0.334232504,2.673018653,1.716003344
1/18/2010 15:00,42001,0.334232504,2.673018653,1.716003344
1/18/2010 16:00,42001,0.334232504,2.660016256,1.716003344
1/18/2010 17:00,42001,0.34435008,2.596682576,1.662757832
1/18/2010 18:00,42001,0.419955748,2.54877085,1.716003344
1/18/2010 19:00,42001,0.419955748,2.54877085,1.716003344
1/18/2010 20:00,42001,0.419955748,2.54877085,1.698970004
1/18/2010 21:00,42001,0.435947279,2.422984494,1.698970004
1/18/2010 22:00,42001,0.435947279,2.326438277,1.716003344
1/18/2010 23:00,42001,0.477936495,2.326438277,1.716003344
1/19/2010 0:00,42001,0.601123525,2.141872014,1.716003344
